Category	Key	Round 1 Wins	Round 1 Losses	Round 1 Sum	Round 2 Wins	Round 2 Losses	Round 2 Sum	Round 3 Wins	Round 3 Losses	Round 3 Sum
Card Keywords	More	380	294	36261.17	221	160	20089.04	111	110	10899.27
Card Keywords	Lost	27	11	2396.39	15	12	1440.65	9	6	759.56
Card Keywords	Double	79	40	7088.51	44	35	4198.25	18	26	2029.85
Card Keywords	Remove	254	251	24824.75	116	138	12096.70	49	67	5248.40
Card Keywords	Cast	1363	982	128194.96	707	663	70237.36	351	356	35351.05
Card Keywords	Costs	139	65	12327.18	83	57	7643.42	38	45	3959.47
Card Keywords	Treefolk	20	16	1835.74	9	11	951.82	2	7	308.27
Card Keywords	Dragon	104	55	9882.41	59	46	5816.14	35	24	3126.29
Card Keywords	Abilities	199	132	18870.31	128	72	11517.02	70	58	6781.87
Card Keywords	Madness	32	20	2788.17	16	16	1664.77	6	10	680.37
Card Keywords	Color	475	368	45550.88	245	230	24354.81	129	116	12405.10
Card Keywords	Nonbasic	27	20	2592.55	19	8	1589.01	14	5	1122.64
Card Keywords	Turned	66	58	6168.79	23	44	2875.67	6	17	902.85
Card Keywords	Second	23	14	2247.58	14	9	1323.99	8	6	766.02
Converted Mana Cost	11	7	3	634.88	5	2	473.45	4	1	319.54
Converted Mana Cost	10	26	4	2167.00	19	7	1699.06	12	7	1140.99
Converted Mana Cost	13	1	0	90.94	1	0	95.49	1	0	77.09
Converted Mana Cost	12	3	1	320.74	3	0	251.39	3	0	229.71
Converted Mana Cost	15	3	1	278.97	3	0	214.33	1	2	161.38
Converted Mana Cost	14	1	0	53.30	0	1	21.97	0	0	0.00
Converted Mana Cost	16	1	0	74.20	0	1	47.48	0	0	0.00
Converted Mana Cost	-1	353	219	32641.27	229	129	20813.41	142	87	12800.79
Converted Mana Cost	0.5	0	1	43.17	0	0	0.00	0	0	0.00
Converted Mana Cost	1000000	0	1	47.86	0	0	0.00	0	0	0.00
Converted Mana Cost	1	800	1055	84970.78	378	432	38874.86	203	175	19222.16
Converted Mana Cost	0	43	21	4165.88	33	14	2988.73	27	6	2229.88
Converted Mana Cost	3	1804	1947	182883.38	860	951	88263.25	405	455	41741.21
Converted Mana Cost	2	1580	1693	160308.61	772	815	77959.39	387	385	38650.72
Converted Mana Cost	5	965	968	97826.98	501	465	48662.09	246	255	24834.05
Converted Mana Cost	4	1514	1576	151439.40	692	828	72571.83	325	367	33687.81
Converted Mana Cost	7	279	163	25310.13	160	119	15197.89	92	68	8305.66
Converted Mana Cost	6	609	437	57566.26	340	270	32134.31	158	182	16497.21
Converted Mana Cost	9	40	17	3554.38	21	19	2028.88	7	14	999.46
Converted Mana Cost	8	122	43	10674.79	79	43	7302.19	35	44	3902.34
Card Types	Legendary Creature	471	153	42624.35	361	110	30558.21	238	123	20919.91
Card Types	Tribal Instant	12	8	1027.38	5	7	509.80	2	3	183.28
Card Types	Scariest Creature You'll Ever See	1	0	77.60	1	0	68.90	0	1	25.00
Card Types	Land	308	200	28547.65	195	115	17772.78	117	78	10613.30
Card Types	Artifact	578	519	56072.71	310	276	30356.85	162	148	15972.72
Card Types	Legendary Enchantment Creature	15	0	1263.54	15	0	1267.07	12	3	1100.11
Card Types	Legendary Enchantment Artifact	5	0	386.93	4	1	373.52	3	1	252.16
Card Types	Creature	3322	4045	346359.17	1456	1869	153651.21	603	853	66157.67
Card Types	Legendary Artifact	33	4	2834.10	26	7	2224.39	17	9	1498.22
Card Types	Artifact Creature	239	275	24397.40	118	123	11980.74	60	58	6243.74
Card Types	Legendary Enchantment	12	4	996.78	9	3	681.93	2	7	412.21
Card Types	Enchantment	939	1025	96138.14	461	483	46499.00	218	243	22194.00
Card Types	Snow Land	2	5	277.62	1	1	88.28	0	1	21.79
Card Types	Enchantment Creature	40	28	3823.77	21	19	2074.33	9	12	1012.62
Card Types	Sorcery	983	793	93315.14	511	479	50684.64	265	246	26001.53
Card Types	Tribal Artifact	2	3	213.78	1	1	104.72	0	1	18.93
Card Types	World Enchantment	9	15	1090.98	5	6	562.99	3	2	300.47
Card Types	Snow Enchantment	1	4	158.54	0	1	31.46	0	0	0.00
Card Types	Snow Artifact Creature	2	1	147.12	1	1	85.01	0	1	14.48
Card Types	Snow Artifact	1	0	82.78	1	0	50.58	1	0	64.86
Card Types	Basic Land	6	0	500.81	6	0	455.02	5	1	415.99
Card Types	Instant	1024	1017	101441.80	476	555	49627.27	249	227	24217.08
Card Types	Tribal Sorcery	11	5	996.23	6	5	540.74	2	4	257.87
Card Types	Legendary Land	26	12	2464.51	22	7	1977.88	16	6	1450.01
Card Types	Enchant Creature	2	3	199.46	0	2	72.21	0	0	0.00
Card Types	Tribal Enchantment	9	4	765.18	6	3	552.02	2	4	318.09
Card Types	Artifact Land	5	1	391.03	2	3	190.90	1	1	71.50
Card Types	Snow Creature	12	14	1214.01	5	7	485.59	3	2	228.93
Card Types	Land Creature	1	0	95.00	1	0	65.44	1	0	67.27
Card Types	Enchant Player	0	2	70.11	0	0	0.00	0	0	0.00
Card Types	Planeswalker	68	7	6025.83	61	9	5251.16	50	11	4152.34
Card Types	Legendary Snow Land	1	0	64.25	1	0	98.03	1	0	88.31
Card Types	Basic Snow Land	4	1	300.40	1	3	165.08	1	0	72.62
Card Types	Legendary Artifact Creature	7	1	656.02	7	0	492.25	5	2	452.99
Card Types	Eaturecray	0	1	32.80	0	0	0.00	0	0	0.00
Card Rarity	Basic Land	10	1	801.21	7	3	620.10	6	1	488.61
Card Rarity	Rare	2798	1485	253710.61	1682	1130	154571.86	833	849	83711.10
Card Rarity	Uncommon	2223	2627	228097.97	798	1428	92812.03	260	538	32231.40
Card Rarity	Common	1686	3693	208375.47	448	1239	62073.28	136	312	17311.03
Card Rarity	Mythic Rare	488	41	41370.71	431	64	36156.58	313	118	27055.26
Card Rarity	Special	946	303	82696.95	730	232	63366.15	500	230	44002.60
Card Colors	Blue	1254	1219	123802.51	600	661	61107.91	305	295	30427.88
Card Colors	Rainbow	17	4	1538.99	15	2	1265.64	13	2	971.95
Card Colors	Selesnya	107	53	9765.11	67	40	6194.82	43	24	3842.85
Card Colors	Tiro	1	1	118.14	1	0	63.77	1	0	73.53
Card Colors	Naya	21	8	1861.10	16	5	1337.24	9	7	879.02
Card Colors	Azorius	111	45	10162.05	65	47	6030.61	39	26	3512.95
Card Colors	Saskia	2	0	161.87	2	0	143.67	2	0	155.37
Card Colors	Black	1186	1307	120065.64	536	658	56569.25	246	290	25788.27
Card Colors	White	1064	1462	114431.78	492	576	50053.50	230	262	23628.64
Card Colors	Simic	79	20	6722.79	58	21	4991.95	31	27	3078.19
Card Colors	Rakdos	93	61	9129.08	52	41	5046.06	26	26	2536.79
Card Colors	Red	1093	1398	116060.28	482	615	51310.60	204	278	22152.36
Card Colors	Bant	22	8	2029.43	16	6	1342.81	11	5	899.04
Card Colors	Colorless	1232	1050	118579.17	698	549	66894.83	393	305	37225.89
Card Colors	Boros	74	27	6265.41	40	34	4027.46	17	23	1960.05
Card Colors	Jund	21	8	1914.27	9	12	1046.43	5	4	439.14
Card Colors	Golgari	72	27	6474.86	45	27	4095.70	29	16	2509.47
Card Colors	Dimir	111	46	9873.75	74	37	6398.01	35	39	3765.78
Card Colors	Izzet	77	23	6800.19	50	27	4639.82	19	31	2323.75
Card Colors	Sultai	12	1	943.65	6	6	674.12	5	1	352.57
Card Colors	Esper	24	5	2078.06	17	7	1501.71	11	6	1002.95
Card Colors	Green	1225	1283	123640.66	581	646	59926.50	279	302	28181.97
Card Colors	Abzan	12	1	1034.59	7	5	705.66	2	5	344.22
Card Colors	Orzhov	80	24	7071.07	56	24	4865.43	34	22	3077.91
Card Colors	Atraxa	2	0	174.15	2	0	169.54	2	0	127.24
Card Colors	Jeskai	11	1	966.37	10	1	752.78	8	2	664.47
Card Colors	Temur	8	6	800.29	6	2	540.92	4	2	349.16
Card Colors	Breya	1	1	131.76	1	0	68.54	0	1	45.81
Card Colors	Grixis	24	7	2016.74	16	8	1377.09	10	6	904.23
Card Colors	Gruul	105	49	9418.46	68	37	5814.46	28	40	3046.28
Card Colors	Mardu	9	4	910.35	7	2	583.17	6	1	472.00
Card Colors	Yidris	1	1	110.35	1	0	60.00	1	0	60.27
Printings Artists		1	0	94.50	1	0	81.04	0	1	44.07
Printings Artists	Simon Bisley	1	4	191.37	0	1	20.17	0	0	0.00
Printings Artists	Liam Sharp	1	2	152.76	1	0	56.45	0	1	34.17
Printings Artists	Tony Roberts	8	8	866.49	6	2	489.86	6	0	480.51
Printings Artists	Nils Hamm	75	52	6989.37	41	35	4006.96	22	19	2241.38
Printings Artists	Christine Choi	18	11	1644.02	16	2	1203.10	10	6	884.54
Printings Artists	M. W. Kaluta &amp; DiTerlizzi	2	0	132.89	0	2	22.33	0	0	0.00
Printings Artists	Mike Dringenberg	18	23	1955.36	9	9	944.92	2	7	280.77
Printings Artists	Ding Songjian	0	3	106.92	0	0	0.00	0	0	0.00
Printings Artists	Francis Tsai	0	5	104.30	0	0	0.00	0	0	0.00
Printings Artists	Gabor Szikszai	4	2	326.38	3	1	264.22	2	1	195.63
Printings Artists	Kari Johnson	2	0	132.75	1	1	62.89	0	1	38.14
Printings Artists	Cai Tingting	0	2	67.45	0	0	0.00	0	0	0.00
Printings Artists	Alisa Lee	1	0	85.37	1	0	71.78	0	1	43.19
Printings Artists	Kang Yu	1	3	139.86	0	1	24.19	0	0	0.00
Printings Artists	Al Davidson	1	1	99.45	0	1	18.34	0	0	0.00
Printings Artists	Bill Sienkiewicz	0	2	38.60	0	0	0.00	0	0	0.00
Printings Artists	Drew Baker	8	6	757.32	6	2	459.85	5	1	418.96
Printings Artists	Wayne Reynolds	71	51	6883.41	36	35	3601.14	23	13	2036.29
Printings Artists	Wang Feng	1	2	118.40	0	1	18.38	0	0	0.00
Printings Artists	David Rapoza	25	10	2010.03	14	11	1320.54	9	5	806.50
Printings Artists	Kev Brockschmidt	2	2	167.86	1	1	103.40	0	1	25.63
Printings Artists	Gary Ruddell	18	18	1791.31	4	14	736.23	0	4	101.89
Printings Artists	LHQ	0	2	47.04	0	0	0.00	0	0	0.00
Printings Artists	Craig Hooper	0	1	8.71	0	0	0.00	0	0	0.00
Printings Artists	Jim Pavelec	12	13	1205.44	4	8	485.66	0	4	139.97
Printings Artists	Donato Giancola	62	44	5637.43	33	29	3328.02	20	13	1704.86
Printings Artists	Chuck Lukacs	15	4	1271.44	9	7	844.76	6	3	511.85
Printings Artists	Dan Scott	121	71	11181.84	63	59	6372.14	29	34	3030.70
Printings Artists	Stuart Griffin	8	9	821.40	3	5	298.93	0	3	92.57
Printings Artists	John Bolton	7	4	596.52	2	5	298.68	0	2	59.44
Printings Artists	Vincent Proce	47	19	4080.20	32	15	2653.09	18	14	1663.80
Printings Artists	Una Fricker	18	25	1905.48	10	8	891.45	7	3	523.61
Printings Artists	Jakub Kasper	8	13	972.74	4	4	386.28	2	2	228.74
Printings Artists	YW Tang	3	6	410.38	2	1	192.15	1	1	88.80
Printings Artists	Wesley Burt	30	17	2791.69	20	10	1814.73	10	10	1009.49
Printings Artists	Viktor Titov	12	12	1082.79	6	6	579.96	3	3	303.07
Printings Artists	Pat Morrissey	13	16	1262.42	6	7	678.69	6	0	413.14
Printings Artists	Tony Diterlizzi	0	1	28.59	0	0	0.00	0	0	0.00
Printings Artists	Cole Eastburn	3	3	338.65	3	0	201.72	1	2	125.92
Printings Artists	Sidharth Chaturvedi	2	3	156.29	0	2	35.08	0	0	0.00
Printings Artists	Daniel Gelon	20	39	2290.73	11	9	1061.64	7	4	593.28
Printings Artists	David A. Cherry	6	20	982.65	2	4	226.68	0	2	84.08
Printings Artists	Igor Kieryluk	69	58	6806.43	32	37	3426.83	19	13	1728.52
Printings Artists	Adam Paquette	49	23	4422.94	29	20	2774.87	18	11	1607.69
Printings Artists	Zhang Jiazhen	0	3	57.64	0	0	0.00	0	0	0.00
Printings Artists	Melissa A. Benson	21	37	2465.32	8	13	962.64	6	2	501.43
Printings Artists	Susan Van Camp	6	33	1421.09	5	1	357.21	3	2	291.09
Printings Artists	Greg Opalinski	7	8	832.48	5	2	369.33	3	2	286.58
Printings Artists	Dave Dorman	51	48	4950.28	25	26	2295.90	11	14	1141.51
Printings Artists	Terese Nielsen & Ron Spencer	1	0	89.93	0	1	27.10	0	0	0.00
Printings Artists	David “Help Me” Martin	0	1	25.89	0	0	0.00	0	0	0.00
Printings Artists	Phil Foglio	17	26	1895.85	8	9	837.79	3	5	371.29
Printings Artists	Steve Firchow	0	3	112.46	0	0	0.00	0	0	0.00
Printings Artists	Thomas Gianni	8	20	1163.34	1	7	271.51	0	1	31.82
Printings Artists	Jaime Jones	71	28	6179.46	41	30	4125.12	19	22	2103.98
Printings Artists	Austin Hsu	22	13	2075.25	11	11	1108.15	6	5	610.41
Printings Artists	Ian Miller	7	17	807.41	3	4	293.60	1	2	115.95
Printings Artists	Ittoku	12	13	1260.56	6	6	686.82	4	2	356.47
Printings Artists	Eytan Zana	17	8	1429.87	8	9	830.00	7	1	533.77
Printings Artists	Frank Kelly Freas	1	1	90.77	0	1	29.89	0	0	0.00
Printings Artists	Zack Stella	28	24	2778.86	15	13	1488.08	9	6	802.37
Printings Artists	Lawrence Snelly	4	4	374.75	3	1	232.75	1	2	161.48
Printings Artists	Volkan Baga	70	39	6672.32	53	21	4751.71	34	19	3064.41
Printings Artists	Dave Seeley	1	0	59.83	0	1	34.42	0	0	0.00
Printings Artists	Berry	1	6	229.72	0	1	15.96	0	0	0.00
Printings Artists	Anthony Palumbo	35	21	2948.12	13	22	1598.01	4	9	515.75
Printings Artists	Joseph Meehan	15	12	1382.26	6	9	719.32	0	6	181.94
Printings Artists	Cara Mitten	0	2	61.84	0	0	0.00	0	0	0.00
Printings Artists	Brian Snõddy	55	68	5908.15	35	21	3037.94	23	12	1811.43
Printings Artists	Michael Sutfin	45	38	4397.93	21	25	2306.58	10	11	1050.63
Printings Artists	Chris Appelhans	1	1	98.25	0	1	25.10	0	0	0.00
Printings Artists	Keith Parkinson	4	12	581.53	2	2	190.35	2	0	154.19
Printings Artists	Johannes Voss	21	13	1809.62	12	9	1181.15	8	4	678.42
Printings Artists	Brian Durfee	2	1	164.33	1	1	85.57	1	0	84.45
Printings Artists	Glen Angus	33	45	3420.16	14	19	1588.09	9	5	841.48
Printings Artists	Mitch Cotie	6	1	459.74	4	2	287.79	1	3	120.71
Printings Artists	Greg Staples	150	117	14514.02	93	57	8296.22	49	44	4916.15
Printings Artists	David Hudnut	1	1	105.25	1	0	82.11	1	0	78.63
Printings Artists	Stephen Tappin	22	16	2051.56	14	8	1237.89	4	10	580.83
Printings Artists	David Seeley	4	5	352.84	0	4	100.87	0	0	0.00
Printings Artists	Paul Bonner	11	5	890.48	6	5	533.65	3	3	290.22
Printings Artists	Stephen L. Walsh	1	1	95.82	0	1	23.15	0	0	0.00
Printings Artists	Richard Kane Ferguson	24	35	2752.37	13	11	1277.53	8	5	672.95
Printings Artists	Jennifer Law	0	2	67.24	0	0	0.00	0	0	0.00
Printings Artists	Raoul Vitale	15	12	1487.33	5	10	674.20	4	1	341.46
Printings Artists	Yan Li	0	1	9.84	0	0	0.00	0	0	0.00
Printings Artists	John Avon	121	84	11134.79	74	47	6804.19	32	42	3684.21
Printings Artists	Greg Simanson	11	11	1082.22	2	9	417.34	1	1	111.18
Printings Artists	Steve Ellis	3	7	439.87	0	3	116.14	0	0	0.00
Printings Artists	Zezhou Chen	5	2	440.90	2	3	275.58	1	1	123.47
Printings Artists	John Donahue	1	1	113.25	1	0	89.82	1	0	67.07
Printings Artists	M. W. Kaluta & DiTerlizzi	2	0	135.39	0	2	28.80	0	0	0.00
Printings Artists	Zoltan Boros &amp; Gabor Szikszai	39	36	3937.01	21	18	2073.01	14	7	1243.57
Printings Artists	Steve Argyle	42	23	3864.76	28	14	2459.27	15	13	1599.49
Printings Artists	Junko Taguchi	2	1	188.57	0	2	76.23	0	0	0.00
Printings Artists	Dany Orizio	29	27	2700.94	12	18	1327.10	5	7	503.63
Printings Artists	Tom Wänerstrand	21	37	2556.69	12	9	1112.85	8	4	694.17
Printings Artists	Carl Frank	5	7	606.59	2	3	207.69	1	1	115.43
Printings Artists	Carl Critchlow	92	117	10353.61	56	36	4882.01	27	29	2813.90
Printings Artists	Jeff Easley	24	25	2525.75	12	12	1082.84	4	8	496.16
Printings Artists	Mark Brill	21	17	2048.60	10	11	1041.71	5	5	516.48
Printings Artists	Chase Stone	41	22	3806.58	24	17	2202.64	18	6	1242.30
Printings Artists	Chengo McFlingers	0	1	22.85	0	0	0.00	0	0	0.00
Printings Artists	Pete Venters	119	154	12943.47	55	66	5833.02	25	30	2742.98
Printings Artists	Jeremy Jarvis	31	14	2899.87	23	8	1911.71	8	15	1077.72
Printings Artists	Quinton Hoover	23	46	3069.20	10	13	1194.49	6	4	605.84
Printings Artists	Ash Wood	1	2	109.75	1	0	88.68	1	0	65.91
Printings Artists	Brian Despain	13	14	1252.97	6	7	689.22	2	4	303.90
Printings Artists	Pete “Yes the Urza's Legacy One” Venters	0	1	42.57	0	0	0.00	0	0	0.00
Printings Artists	Cornelius Brudi	4	5	398.22	3	1	276.95	2	1	173.99
Printings Artists	James Allen	3	1	244.08	1	2	144.35	1	0	88.19
Printings Artists	Andrew Goldhawk	12	14	1160.66	4	8	506.54	1	3	121.46
Printings Artists	David “Beeblemania” Martin	0	1	42.00	0	0	0.00	0	0	0.00
Printings Artists	Jarreau Wimberly	2	2	211.87	2	0	153.47	1	1	91.26
Printings Artists	Chris Dien	0	2	30.96	0	0	0.00	0	0	0.00
Printings Artists	Janet Aulisio	2	2	189.78	1	1	84.10	1	0	52.46
Printings Artists	Seb McKinnon	35	27	3589.92	20	15	1876.86	9	11	930.19
Printings Artists	Jim Nelson	61	63	5935.16	25	36	2763.94	11	14	1195.82
Printings Artists	Fred Fields	10	3	906.79	7	3	632.93	6	1	509.14
Printings Artists	Dan Dos Santos	10	8	976.44	5	5	495.51	3	2	212.66
Printings Artists	Blackie del Rio	1	1	97.95	0	1	27.70	0	0	0.00
Printings Artists	Adam Rex	55	71	5723.42	31	24	3005.31	16	15	1668.40
Printings Artists	Kipling West	0	2	39.68	0	0	0.00	0	0	0.00
Printings Artists	Andrew Robinson	27	29	2769.99	12	15	1353.74	4	8	592.96
Printings Artists	Dan Seagrave	1	1	96.49	0	1	41.04	0	0	0.00
Printings Artists	James Ryman	46	40	4706.30	22	24	2253.44	10	12	1026.51
Printings Artists	Rick Emond	2	5	292.27	1	1	130.73	1	0	75.54
Printings Artists	Fred Harper	0	2	38.07	0	0	0.00	0	0	0.00
Printings Artists	Willian Murai	31	17	2944.65	22	10	2051.88	15	7	1392.19
Printings Artists	Val Mayerik	11	25	1362.11	6	5	531.32	4	2	344.69
Printings Artists	Li Wang	2	2	167.38	1	1	55.82	0	1	45.78
Printings Artists	Terese Nielsen	116	63	10355.08	72	45	6744.88	42	30	4118.69
Printings Artists	Michael Koelsch	1	3	146.44	1	0	61.44	1	0	56.59
Printings Artists	Mike Raabe	18	21	1885.03	7	12	915.21	4	3	417.71
Printings Artists	Sean Sevestre	1	1	125.52	1	0	88.56	1	0	87.17
Printings Artists	Janine Johnston	4	10	516.79	2	2	181.01	0	2	69.16
Printings Artists	Ryan Alexander Lee	18	15	1811.32	14	4	1194.08	10	4	810.02
Printings Artists	Lin Yan	0	2	10.96	0	0	0.00	0	0	0.00
Printings Artists	Patrick Kochakji	0	2	88.44	0	0	0.00	0	0	0.00
Printings Artists	Quinton Hoover &amp; Val Mayerik	2	0	126.93	0	2	44.19	0	0	0.00
Printings Artists	Zina Saunders	9	20	1111.41	3	6	363.78	1	2	135.02
Printings Artists	Xu Xiaoming	3	3	287.66	0	3	98.62	0	0	0.00
Printings Artists	Liz Danforth & Douglas Shuler	0	1	32.62	0	0	0.00	0	0	0.00
Printings Artists	Cynthia Sheppard	34	15	2816.53	18	16	1768.45	7	11	854.82
Printings Artists	Heather Hudson	82	99	8365.02	34	48	3721.25	16	18	1657.48
Printings Artists	Sal Villagran	0	4	117.22	0	0	0.00	0	0	0.00
Printings Artists	David Martin	38	36	3726.52	15	24	1782.54	10	5	782.39
Printings Artists	Kuang Sheng	0	3	29.11	0	0	0.00	0	0	0.00
Printings Artists	Kevin McCann	1	0	52.45	1	0	79.17	0	1	35.66
Printings Artists	Mark Poole	35	71	4632.86	20	16	1997.68	17	3	1469.62
Printings Artists	Fang Yue	1	2	137.56	1	0	72.28	1	0	63.90
Printings Artists	Margaret Organ-Kean	6	19	1009.91	4	2	342.89	2	2	192.94
Printings Artists	???	4	1	322.77	3	1	278.07	2	1	171.27
Printings Artists	Yokota Katsumi	0	2	45.64	0	0	0.00	0	0	0.00
Printings Artists	Justin Hampton	4	13	727.94	1	3	159.17	1	0	91.19
Printings Artists	Jim Murray	42	30	3935.55	28	14	2596.04	14	14	1515.31
Printings Artists	Jiang Zhuqing	0	3	42.22	0	0	0.00	0	0	0.00
Printings Artists	Jack Wang	28	17	2543.37	16	12	1546.54	8	8	739.10
Printings Artists	Nathalie Hertz	0	3	73.62	0	0	0.00	0	0	0.00
Printings Artists	Fay Jones	1	0	85.08	1	0	85.71	1	0	83.09
Printings Artists	Junichi Inoue	0	1	37.80	0	0	0.00	0	0	0.00
Printings Artists	Monte Michael Moore	3	5	337.31	1	2	119.33	1	0	72.59
Printings Artists	Cecil Fernando	0	4	50.79	0	0	0.00	0	0	0.00
Printings Artists	Christopher Moeller	131	113	12738.79	74	58	7147.64	41	33	3888.97
Printings Artists	Roger Raupp	19	23	1911.55	8	11	797.93	1	7	273.58
Printings Artists	Jeff Simpson	5	7	551.62	3	2	270.64	3	0	214.19
Printings Artists	Daren Bader	79	85	7859.73	39	40	3912.53	18	21	1822.54
Printings Artists	Jesper Ejsing	55	38	5140.28	26	29	2631.51	14	12	1375.44
Printings Artists	Kristen Bishop	0	1	43.12	0	0	0.00	0	0	0.00
Printings Artists	Sue Ellen Brown	4	1	307.42	3	1	266.76	1	2	123.20
Printings Artists	Mark Romanoski	12	15	1393.60	9	3	736.80	5	4	482.49
Printings Artists	Mark A. Nelson	5	4	488.90	2	3	284.84	1	1	85.90
Printings Artists	Chris Rahn	90	34	7819.61	67	26	5891.29	39	28	3934.03
Printings Artists	Jason Rainville	19	17	1924.47	10	9	1083.55	7	3	549.10
Printings Artists	John Zeleznik	6	4	502.64	5	1	376.40	2	3	201.95
Printings Artists	Alejandro Mirabal	0	7	211.51	0	0	0.00	0	0	0.00
Printings Artists	Dave Allsop	34	21	3262.74	22	12	1901.30	13	9	1255.51
Printings Artists	Pete “Fear Me” Venters	0	1	28.34	0	0	0.00	0	0	0.00
Printings Artists	Li Xiaohua	1	3	84.00	0	1	16.19	0	0	0.00
Printings Artists	Mike Bierek	42	28	4007.56	26	16	2441.83	17	9	1469.43
Printings Artists	Jonas De Ro	20	6	1762.70	17	3	1304.32	11	6	1005.61
Printings Artists	Carol Heyer	0	2	53.85	0	0	0.00	0	0	0.00
Printings Artists	Jeff Miracola	48	62	4893.20	19	29	2226.05	6	13	848.32
Printings Artists	Okera	1	0	78.18	0	1	21.92	0	0	0.00
Printings Artists	Puddnhead	11	5	873.06	5	6	514.35	4	1	313.16
Printings Artists	Lucio Parrillo	7	5	630.05	6	1	456.00	3	3	321.55
Printings Artists	Ron “Don't You Dare Change Me” Spears	0	1	36.69	0	0	0.00	0	0	0.00
Printings Artists	Brandon Dorman	3	3	312.21	0	3	103.62	0	0	0.00
Printings Artists	Jon J Muth	3	2	298.31	2	1	196.29	2	0	147.21
Printings Artists	Don Hazeltine	18	16	1725.24	8	10	862.40	5	3	413.81
Printings Artists	Ken Meyer, Jr.	8	6	742.24	3	5	378.48	3	0	206.27
Printings Artists	Romas Kukalis	3	2	301.11	3	0	230.51	2	1	189.36
Printings Artists	Ruth Thompson	5	4	430.05	1	4	184.80	0	1	14.33
Printings Artists	Bud Cook	7	5	676.80	6	1	472.97	4	2	354.68
Printings Artists	Kunio Hagio	1	0	74.66	0	1	33.57	0	0	0.00
Printings Artists	Jana Schirmer &amp; Johannes Voss	10	5	888.67	8	2	706.85	5	3	460.76
Printings Artists	Tsutomu Kawade	7	12	815.70	1	6	235.70	0	1	44.82
Printings Artists	Kathryn Rathke	1	2	138.17	0	1	41.68	0	0	0.00
Printings Artists	Rebecca Guay	72	81	7402.86	40	32	3994.99	26	14	2294.22
Printings Artists	Omar Rayyan	12	4	1065.03	8	4	671.65	3	5	382.17
Printings Artists	Peter Bollinger	3	4	336.80	2	1	140.17	0	2	56.44
Printings Artists	Bob Petillo	4	7	382.54	2	2	194.89	0	2	58.80
Printings Artists	Ryan Pancoast	44	26	4033.88	26	18	2422.12	14	12	1347.34
Printings Artists	Anson Maddocks	39	72	4777.48	17	22	1697.04	10	7	925.65
Printings Artists	David Gaillet	22	16	1891.12	7	15	895.64	2	5	230.16
Printings Artists	Tang Xiaogu	0	2	78.05	0	0	0.00	0	0	0.00
Printings Artists	Joel Biske	1	10	286.22	0	1	24.58	0	0	0.00
Printings Artists	Sung Choi	2	1	183.88	2	0	140.81	2	0	137.81
Printings Artists	Jae Lee	4	0	335.32	1	3	200.81	1	0	72.89
Printings Artists	Randis Albion	4	3	364.74	2	2	152.44	1	1	111.94
Printings Artists	Dominick Domingo	7	3	547.24	4	3	333.78	1	3	132.25
Printings Artists	Filip Burburan	14	12	1374.11	10	4	907.38	4	6	482.98
Printings Artists	Darrell Riche	49	43	4454.90	25	24	2403.31	14	11	1315.69
Printings Artists	Matt Cavotta	92	83	8773.63	53	39	4751.73	27	26	2655.66
Printings Artists	Jason Alexander Behnke	1	2	127.48	1	0	61.44	1	0	56.59
Printings Artists	Dave Kendall	65	62	6513.73	24	41	2790.87	13	11	1242.44
Printings Artists	Tony Foti	4	0	283.85	1	3	175.18	1	0	64.78
Printings Artists	Gao Jianzhang	0	4	165.09	0	0	0.00	0	0	0.00
Printings Artists	Keith Garletts	7	12	818.28	1	6	279.52	1	0	58.92
Printings Artists	JOCK	2	1	143.58	0	2	30.61	0	0	0.00
Printings Artists	Z. Plucinski & D. Alexander Gregory	0	1	14.76	0	0	0.00	0	0	0.00
Printings Artists	Charles Urbach	8	4	678.65	7	1	544.70	3	4	306.15
Printings Artists	Scott M. Fischer	79	65	7647.92	50	29	4315.74	30	20	2600.18
Printings Artists	Scott Bailey	11	2	889.50	8	3	645.55	7	1	540.70
Printings Artists	Larry MacDougall	15	11	1444.46	8	7	794.32	4	4	443.48
Printings Artists	Kekai Kotaki	15	6	1282.94	5	10	672.23	3	2	315.96
Printings Artists	Matt Stawicki	0	2	18.63	0	0	0.00	0	0	0.00
Printings Artists	Scott Altmann	4	6	419.79	0	4	136.59	0	0	0.00
Printings Artists	Brom	24	18	2249.30	12	12	1208.90	6	6	617.70
Printings Artists	Glenn Fabry	1	7	254.17	1	0	59.36	0	1	42.69
Printings Artists	William Wu	4	1	328.50	2	2	199.22	1	1	132.88
Printings Artists	Eric Velhagen	3	4	320.43	0	3	45.87	0	0	0.00
Printings Artists	Josh Hass	3	2	243.07	1	2	127.05	1	0	59.98
Printings Artists	Gerry Grace	2	17	552.56	0	2	85.97	0	0	0.00
Printings Artists	Edward P. “Feed Me” Beard, Jr.	0	1	31.72	0	0	0.00	0	0	0.00
Printings Artists	Craig Mullins	1	1	96.29	1	0	74.58	1	0	84.45
Printings Artists	Ron Spears & Wayne Reynolds	1	1	92.83	1	0	53.96	0	1	12.75
Printings Artists	rk post	61	54	5953.78	35	26	3209.69	15	20	1700.19
Printings Artists	Ji Yong	1	0	86.31	1	0	80.88	1	0	70.84
Printings Artists	Cliff Nielsen	1	9	333.16	0	1	23.61	0	0	0.00
